Iter,normal,RAND,double,dueling
59067,5539.9,0.418386636,5665.415991,
59068,5540,0.369580912,5650.874274,
59069,5540.1,0.619798883,5726.039665,
59070,5540.2,0.93370901,5820.312703,
59071,5540.3,0.189725542,5597.217663,
59072,5540.4,0.241512001,5612.8536,
59073,5540.5,0.080379324,5564.613797,
59074,5540.6,0.856775128,5797.632538,
59075,5540.7,0.410220441,5663.766132,
59076,5540.8,0.768733199,5771.41996,
59077,5540.9,0.232543476,5610.663043,
59078,5541,0.634820736,5731.446221,
59079,5541.1,0.663420335,5740.126101,
59080,5541.2,0.064561654,5560.568496,
59081,5541.3,0.643622186,5734.386656,
59082,5541.4,0.1563951,5588.31853,
59083,5541.5,0.365201782,5651.060535,
59084,5541.6,0.15024417,5586.673251,
59085,5541.7,0.394757915,5660.127374,
59086,5541.8,0.219452348,5607.635704,
59087,5541.9,0.219989282,5607.896785,
59088,5542,0.016455597,5546.936679,
59089,5543,0.720208753,5759.062626,
59090,5543.1,0.324025583,5640.307675,
59091,5543.2,0.216468718,5608.140615,
59092,5543.3,0.752080992,5768.924298,
59093,5543.4,0.478761958,5687.028587,
59094,5543.5,0.685006844,5749.002053,
59095,5543.6,0.164029212,5592.808764,
59096,5543.7,0.619894038,5729.668211,
59097,5543.8,0.28016094,5627.848282,
59098,5543.9,0.936449487,5824.834846,
59099,5544,0.157966051,5591.389815,
59100,5544.1,0.920036448,5820.110934,
59101,5544.2,0.633409142,5734.222743,
59102,5544.3,0.395436439,5662.930932,
59103,5544.5,0.273889542,5626.666862,
59104,5544.6,0.124730592,5582.019178,
59105,5544.7,0.28744787,5630.934361,
59106,5544.8,0.205795441,5606.538632,
59107,5544.9,0.796468947,5783.840684,
59108,5545,0.124755111,5582.426533,
59109,5545.1,0.232566396,5614.869919,
59110,5545.2,0.062142916,5563.842875,
59111,5545.3,0.857258778,5802.477633,
59112,5545.4,0.17773287,5598.719861,
59113,5545.5,0.075050745,5568.015224,
59114,5545.6,0.356794859,5652.638458,
59115,5545.7,0.502523032,5696.45691,
59116,5545.8,0.066500715,5565.750214,
59117,5545.9,0.859626123,5803.787837,
59118,5546,0.083238185,5570.971456,
59119,5546.1,0.574870726,5718.561218,
59120,5546.2,0.841506638,5798.651991,
59121,5546.3,0.763454776,5775.336433,
59122,5546.4,0.03484154,5556.852462,
59123,5546.5,0.367387829,5656.716349,
59124,5546.6,0.245820903,5620.346271,
59125,5546.7,0.301092503,5637.027751,
59126,5547.7,0.345699804,5651.409941,
59127,5547.8,0.488544582,5694.363375,
59128,5547.9,0.549901919,5712.870576,
59129,5548,0.086943848,5574.083154,
59130,5548.1,0.78374588,5783.223764,
59131,5548.2,0.681336667,5752.601,
59132,5548.3,0.337972445,5649.691733,
59133,5548.4,0.470892332,5689.667699,
59134,5548.5,0.880850931,5812.755279,
59135,5548.6,0.849624317,5803.487295,
59136,5548.7,0.812361704,5792.408511,
59137,5548.8,0.000195714,5548.858714,
59138,5548.9,0.34643817,5652.831451,
59139,5549,0.875954496,5811.786349,
59140,5549.1,0.111599015,5582.579705,
59141,5549.2,0.567900562,5719.570169,
59142,5549.3,0.649664159,5744.199248,
59143,5549.4,0.043651411,5562.495423,
59144,5549.5,0.062653135,5568.295941,
59145,5549.6,0.838534439,5801.160332,
59146,5549.7,0.265848578,5629.454573,
59147,5549.8,0.564455324,5719.136597,
59148,5549.9,0.090824117,5577.147235,
59149,5550,0.61484873,5734.454619,
59150,5550.1,0.753469183,5776.140755,
59151,5550.2,0.369183082,5660.954925,
59152,5550.3,0.285683538,5636.005061,
59153,5550.4,0.333856507,5650.556952,
59154,5550.5,0.260725089,5628.717527,
59155,5550.6,0.87081495,5811.844485,
59156,5550.7,0.315932881,5645.479864,
59157,5550.8,0.095487192,5579.446158,
59158,5550.9,0.114436417,5585.230925,
59159,5551,0.057531051,5568.259315,
59160,5551.1,0.984649584,5846.494875,
59161,5551.2,0.777997475,5784.599242,
59162,5552.2,0.10034333,5582.302999,
59163,5552.3,0.474404303,5694.621291,
59164,5552.4,0.837747732,5803.72432,
59165,5552.5,0.861676647,5811.002994,
59166,5552.6,0.656337014,5749.501104,
59167,5552.7,0.814585397,5797.075619,
59168,5552.8,0.476832182,5695.849655,
59169,5552.9,0.921641584,5829.392475,
59170,5553,0.100105277,5583.031583,
59171,5553.1,0.449579245,5687.973773,
59172,5553.2,0.908980994,5825.894298,
59173,5553.3,0.7011847,5763.65541,
59174,5553.4,0.656749646,5750.424894,
59175,5553.5,0.350073023,5658.521907,
59176,5553.6,0.680254507,5757.676352,
59177,5553.7,0.631709496,5743.212849,
59178,5553.8,0.291743537,5641.323061,
59179,5553.9,0.899593462,5823.778039,
59180,5554,0.862171286,5812.651386,
59181,5554.1,0.556083139,5720.924942,
59182,5554.2,0.826801878,5802.240563,
59183,5554.3,0.911703796,5827.811139,
59184,5554.4,0.573979313,5726.593794,
59185,5554.5,0.701023791,5764.807137,
59186,5554.6,0.129621565,5593.486469,
59187,5554.7,0.034891823,5565.167547,
59188,5554.8,0.472459861,5696.537958,
59189,5554.9,0.098164706,5584.349412,
59190,5555,0.872757426,5816.827228,
59191,5555.1,0.725489863,5772.746959,
59192,5555.2,0.636405744,5746.121723,
59193,5555.3,0.396461203,5674.238361,
59194,5555.4,0.025243998,5562.9732,
59195,5555.5,0.841234769,5807.870431,
59196,5555.6,0.552984747,5721.495424,
59197,5555.7,0.354045253,5661.913576,
59198,5555.8,0.74297604,5778.692812,
59199,5555.9,0.338483855,5657.445156,
59200,5556.9,0.889189142,5823.656743,
59201,5557,0.211142503,5620.342751,
59202,5557.2,0.990272032,5854.281609,
59203,5557.3,0.069832992,5578.249898,
59204,5557.4,0.433960024,5687.588007,
59205,5557.5,0.674579497,5759.873849,
59206,5557.6,0.131934496,5597.180349,
59207,5557.7,0.42286962,5684.560886,
59208,5557.8,0.413461982,5681.838595,
59209,5557.9,0.665030283,5757.409085,
59210,5558,0.419482788,5683.844836,
59211,5558.1,0.834245547,5808.373664,
59212,5558.2,0.987462141,5854.438642,
59213,5558.3,0.210113936,5621.334181,
59214,5558.4,0.343252027,5661.375608,
59215,5558.5,0.934841029,5838.952309,
59216,5558.6,0.996832632,5857.64979,
59217,5558.7,0.012901056,5562.570317,
59218,5558.8,0.121514577,5595.254373,
59219,5558.9,0.599538675,5738.761603,
59220,5559,0.161733434,5607.52003,
59221,5559.1,0.39503909,5677.611727,
59222,5559.2,0.033151539,5569.145462,
59223,5559.3,0.310700248,5652.510074,
59224,5559.4,0.735398691,5780.019607,
59225,5559.5,0.699704077,5769.411223,
59226,5559.6,0.882738172,5824.421452,
59227,5559.7,0.57660119,5732.680357,
59228,5559.8,0.123040572,5596.712171,
59229,5559.9,0.350870109,5665.161033,
59230,5560,0.340873083,5662.261925,
59231,5560.1,0.781414005,5794.524202,
59232,5560.2,0.32904248,5658.912744,
59233,5560.3,0.764897215,5789.769165,
59234,5560.4,0.679406601,5764.22198,
59235,5561.4,0.531507666,5720.8523,
59236,5561.5,0.58061125,5735.683375,
59237,5561.6,0.531311153,5720.993346,
59238,5561.7,0.144296899,5604.98907,
59239,5561.8,0.8167021,5806.81063,
59240,5561.9,0.506642257,5713.892677,
59241,5562,0.51068725,5715.206175,
59242,5562.1,0.568951755,5732.785526,
59243,5562.2,0.827855653,5810.556696,
59244,5562.3,0.589032531,5739.009759,
59245,5562.4,0.403031714,5683.309514,
59246,5562.5,0.950480953,5847.644286,
59247,5562.6,0.147064893,5606.719468,
59248,5562.7,0.366633978,5672.690193,
59249,5562.8,0.294319014,5651.095704,
59250,5562.9,0.376439577,5675.831873,
59251,5563,0.175065088,5615.519527,
59252,5563.1,0.208816182,5625.744855,
59253,5563.2,0.348112649,5667.633795,
59254,5563.3,0.464579297,5702.673789,
59255,5563.4,0.750555828,5788.566748,
59256,5563.5,0.121897091,5600.069127,
59257,5563.6,0.726607181,5781.582154,
59258,5563.7,0.120725749,5599.917725,
59259,5563.8,0.620253314,5749.875994,
59260,5563.9,0.7039001,5775.07003,
59261,5564,0.815821573,5808.746472,
59262,5564.1,0.870766286,5825.329886,
59263,5564.2,0.9906153,5861.38459,
59264,5564.3,0.217276643,5629.482993,
59265,5564.4,0.402068489,5685.020547,
59266,5564.5,0.698738241,5774.121472,
59267,5564.6,0.272789767,5646.43693,
59268,5564.7,0.120358236,5600.807471,
59269,5564.8,0.34678892,5668.836676,
59270,5564.9,0.878841994,5828.552598,
59271,5565,0.37591406,5677.774218,
59272,5565.1,0.861649223,5823.594767,
59273,5566.1,0.478350467,5709.60514,
59274,5566.2,0.874461684,5828.538505,
59275,5566.3,0.951540193,5851.762058,
59276,5566.4,0.025285236,5573.985571,
59277,5566.5,0.761890945,5795.067284,
59278,5566.6,0.798359245,5806.107774,
59279,5566.7,0.524429112,5724.028734,
59280,5566.8,0.266648599,5646.79458,
59281,5566.9,0.197417017,5626.125105,
59282,5567,0.627894773,5755.368432,
59283,5567.1,0.383254674,5682.076402,
59284,5567.2,0.566316836,5737.095051,
59285,5567.3,0.028706879,5575.912064,
59286,5567.4,0.498358066,5716.90742,
59287,5567.5,0.385428337,5683.128501,
59288,5567.6,0.257687205,5644.906162,
59289,5567.7,0.026984351,5575.795305,
59290,5567.8,0.926552563,5845.765769,
59291,5567.9,0.193471191,5625.941357,
59292,5568,0.404057192,5689.217158,
59293,5568.1,0.773136771,5800.041031,
59294,5568.2,0.379948014,5682.184404,
59295,5568.3,0.118649579,5603.894874,
59296,5568.4,0.707394701,5780.61841,
59297,5568.5,0.101809716,5599.042915,
59298,5568.6,0.350588481,5673.776544,
59299,5568.7,0.592472756,5746.441827,
59300,5568.8,0.510910466,5722.07314,
59301,5569,0.579944036,5742.983211,
59302,5569.1,0.760225816,5797.167745,
59303,5569.2,0.517013943,5724.304183,
59304,5569.3,0.635894983,5760.068495,
59305,5569.4,0.701071468,5779.72144,
59306,5569.5,0.105777859,5601.233358,
59307,5569.6,0.7307603,5788.82809,
59308,5570.6,0.123916717,5607.775015,
59309,5570.7,0.392226685,5688.368005,
59310,5570.8,0.765162515,5800.348754,
59311,5570.9,0.513269827,5724.880948,
59312,5571,0.186966716,5627.090015,
59313,5566,0.820613159,5812.183948,
59314,5566.1,0.304887733,5657.56632,
59315,5566.2,0.873122382,5828.136714,
59316,5566.3,0.060741922,5584.522577,
59317,5566.4,0.269352797,5647.205839,
59318,5566.5,0.446443701,5700.43311,
59319,5566.6,0.727995489,5784.998647,
59320,5566.7,0.00907902,5569.423706,
59321,5566.8,0.44749871,5701.049613,
59322,5566.9,0.925442248,5844.532674,
59323,5567,0.660821066,5765.24632,
59324,5567.1,0.502679262,5717.903779,
59325,5567.2,0.34743758,5671.431274,
59326,5567.3,0.183170179,5622.251054,
59327,5567.4,0.656892991,5764.467897,
59328,5567.5,0.320291603,5663.587481,
59329,5567.6,0.096615858,5596.584757,
59330,5567.7,0.838345264,5819.203579,
59331,5567.8,0.983446738,5862.834021,
59332,5567.9,0.361463085,5676.338925,
59333,5568,0.181425315,5622.427595,
59334,5568.1,0.084050553,5593.315166,
59335,5568.2,0.908574712,5840.772413,
59336,5568.3,0.145719325,5612.015798,
59337,5568.4,0.734300747,5788.690224,
59338,5568.5,0.990290172,5865.587051,
59339,5568.6,0.535632447,5729.289734,
59340,5568.7,0.441525547,5701.157664,
59341,5568.8,0.027939856,5577.181957,
59342,5568.9,0.156486878,5615.846063,
59343,5569,0.380605675,5683.181703,
59344,5569.1,0.903106358,5840.031907,
59345,5569.2,0.882422102,5833.926631,
59346,5569.3,0.502185317,5719.955595,
59347,5569.4,0.542349571,5732.104871,
59348,5569.5,0.564905254,5738.971576,
59349,5569.6,0.224435765,5636.93073,
59350,5569.7,0.848073796,5824.122139,
59351,5569.8,0.312068799,5663.42064,
59352,5569.9,0.254904689,5646.371407,
59353,5570,0.168284924,5620.485477,
59354,5570.1,0.46638318,5710.014954,
59355,5570.2,0.86386793,5829.360379,
59356,5570.3,0.770767815,5801.530345,
59357,5570.4,0.866003155,5830.200947,
59358,5570.5,0.913575837,5844.572751,
59359,5570.6,0.129750639,5609.525192,
59360,5570.7,0.928918492,5849.375548,
59361,5570.8,0.220866408,5637.059923,
59362,5570.9,0.997062604,5870.018781,
59363,5571,0.657925488,5768.377646,
59364,5571.1,0.559290768,5738.88723,
59365,5571.2,0.022312508,5577.893752,
59366,5571.3,0.974335745,5863.600724,
59367,5571.4,0.963995872,5860.598762,
59368,5571.5,0.975616407,5864.184922,
59369,5571.6,0.992143379,5869.243014,
59370,5571.7,0.790344558,5808.803367,
59371,5571.8,0.931702335,5851.310701,
59372,5571.9,0.871288819,5833.286646,
59373,5572,0.297761362,5661.328409,
59374,5573,0.680477137,5777.143141,
59375,5573.1,0.038735394,5584.720618,
59376,5573.2,0.058927394,5590.878218,
59377,5573.3,0.189029476,5630.008843,
59378,5573.4,0.422979704,5700.293911,
59379,5573.5,0.900350466,5843.60514,
59380,5573.6,0.996123431,5872.437029,
59381,5573.7,0.461832772,5712.249832,
59382,5573.8,0.942317169,5856.495151,
59383,5573.9,0.588405117,5750.421535,
59384,5574,0.085956506,5599.786952,
59385,5574.1,0.80939131,5816.917393,
59386,5574.2,0.681351278,5778.605383,
59387,5574.3,0.933992001,5854.4976,
59388,5574.4,0.380175171,5688.452551,
59389,5574.5,0.655112422,5771.033727,
59390,5574.6,0.773664472,5806.699342,
59391,5574.7,0.734074172,5794.922252,
59392,5574.8,0.395454795,5693.436439,
59393,5574.9,0.222508472,5641.652542,
59394,5575,0.819356441,5820.806932,
59395,5575.1,0.364662705,5684.498811,
59396,5575.2,0.681057836,5779.517351,
59397,5575.3,0.398902362,5694.970709,
59398,5575.4,0.532944292,5735.283288,
59399,5575.5,0.881035458,5839.810637,
59400,5575.7,0.098353666,5605.2061,
59401,5575.8,0.589342253,5752.602676,
59402,5575.9,0.203023275,5636.806983,
59403,5576,0.573370682,5748.011205,
59404,5576.1,0.167517319,5626.355196,
59405,5576.2,0.024482411,5583.544723,
59406,5576.3,0.822710243,5823.113073,
59407,5576.4,0.971665706,5867.899712,
59408,5576.5,0.87938387,5840.315161,
59409,5577.5,0.202544031,5638.263209,
59410,5577.6,0.87352283,5839.656849,
59411,5577.7,0.158789721,5625.336916,
59412,5577.8,0.106935738,5609.880721,
59413,5577.9,0.815845695,5822.653709,
59414,5578,0.068399572,5598.519871,
59415,5578.1,0.739847165,5800.054149,
59416,5578.2,0.910928789,5851.478637,
59417,5578.3,0.278447696,5661.834309,
59418,5578.4,0.121288753,5614.786626,
59419,5578.5,0.700569901,5788.67097,
59420,5578.6,0.346261435,5682.47843,
59421,5578.7,0.253923879,5654.877164,
59422,5578.8,0.897717663,5848.115299,
59423,5578.9,0.652355853,5774.606756,
59424,5579,0.35722451,5686.167353,
59425,5579.1,0.615018643,5763.605593,
59426,5579.2,0.324254343,5676.476303,
59427,5579.3,0.79974027,5819.222081,
59428,5579.4,0.67590257,5782.170771,
59429,5579.5,0.872600466,5841.28014,
59430,5579.6,0.546090377,5743.427113,
59431,5579.7,0.912944347,5853.583304,
59432,5579.8,0.820528413,5825.958524,
59433,5579.9,0.320543469,5676.063041,
59434,5580,0.58785108,5756.355324,
59435,5580.1,0.509964961,5733.089488,
59436,5580.2,0.179032184,5633.909655,
59437,5580.3,0.902012504,5850.903751,
59438,5580.4,0.06650723,5600.352169,
59439,5580.5,0.040081637,5592.524491,
59440,5580.6,0.986060403,5876.418121,
59441,5580.7,0.792899025,5818.569707,
59442,5580.8,0.700320015,5790.896004,
59443,5580.9,0.259321847,5658.696554,
59444,5581,0.788377092,5817.513127,
59445,5581.1,0.005147733,5582.64432,
59446,5581.2,0.034686742,5591.606023,
59447,5582.2,0.275379639,5664.813892,
59448,5582.3,0.478878844,5725.963653,
59449,5582.4,0.688704794,5789.011438,
59450,5582.5,0.414762601,5706.92878,
59451,5582.6,0.90360968,5853.682904,
59452,5582.7,0.539121042,5744.436313,
59453,5582.8,0.847493109,5837.047933,
59454,5582.9,0.087788712,5609.236614,
59455,5583,0.725355763,5800.606729,
59456,5583.1,0.101502054,5613.550616,
59457,5583.2,0.688304874,5789.691462,
59458,5583.3,0.99036808,5880.410424,
59459,5583.4,0.741821403,5805.946421,
59460,5583.5,0.068530053,5604.059016,
59461,5583.6,0.72127372,5799.982116,
59462,5583.7,0.630609596,5772.882879,
59463,5583.8,0.379332837,5697.599851,
59464,5583.9,0.59870864,5763.512592,
59465,5584,0.030562258,5593.168677,
59466,5584.1,0.096760301,5613.12809,
59467,5584.2,0.646819251,5778.245775,
59468,5584.3,0.886740261,5850.322078,
59469,5584.4,0.158901742,5632.070523,
59470,5584.5,0.018971018,5590.191305,
59471,5584.6,0.570119732,5755.63592,
59472,5584.7,0.113177516,5618.653255,
59473,5584.8,0.199599291,5644.679787,
59474,5584.9,0.12642148,5622.826444,
59475,5585,0.796041443,5823.812433,
59476,5585.1,0.164479323,5634.443797,
59477,5585.2,0.483901743,5730.370523,
59478,5585.3,0.549083829,5750.025149,
59479,5585.4,0.063389319,5604.416796,
59480,5585.5,0.023349537,5592.504861,
59481,5585.6,0.909323353,5858.397006,
59482,5585.7,0.751517332,5811.1552,
59483,5586.7,0.088721465,5613.316439,
59484,5586.8,0.177476789,5640.043037,
59485,5586.9,0.163685743,5636.005723,
59486,5587,0.412967431,5710.890229,
59487,5587.1,0.538170443,5748.551133,
59488,5587.2,0.468711016,5727.813305,
59489,5587.3,0.956683156,5874.304947,
59490,5587.4,0.810037492,5830.411248,
59491,5587.5,0.202243281,5648.172984,
59492,5587.6,0.3801604,5701.64812,
59493,5587.7,0.113518425,5621.755527,
59494,5587.8,0.844943216,5841.282965,
59495,5587.9,0.061670848,5606.401254,
59496,5588,0.494638695,5736.391608,
59497,5588.1,0.65310143,5784.030429,
59498,5588.2,0.439845534,5720.15366,
59499,5588.4,0.472518893,5730.155668,
59500,5588.5,0.451406796,5723.922039,
59501,5588.6,0.761664904,5817.099471,
59502,5588.7,0.289079983,5675.423995,
59503,5588.8,0.337024052,5689.907216,
59504,5588.9,0.139344062,5630.703219,
59505,5589,0.623567593,5776.070278,
59506,5589.1,0.611137171,5772.441151,
59507,5589.2,0.135325188,5629.797556,
59508,5589.3,0.652137716,5784.941315,
59509,5589.4,0.623176026,5776.352808,
59510,5589.5,0.194640188,5647.892056,
59511,5589.6,0.527219839,5747.765952,
59512,5589.7,0.682502607,5794.450782,
59513,5589.8,0.039257156,5601.577147,
59514,5589.9,0.716795387,5804.938616,
59515,5590,0.220025887,5656.007766,
59516,5590.1,0.838361259,5841.608378,
59517,5590.2,0.967862252,5880.558676,
59518,5590.3,0.02855302,5598.865906,
59519,5590.4,0.131683873,5629.905162,
59520,5591.4,0.682230044,5796.069013,
59521,5591.5,0.827050349,5839.615105,
59522,5591.6,0.616526332,5776.5579,
59523,5591.7,0.09358962,5619.776886,
59524,5591.8,0.929969055,5870.790716,
59525,5591.9,0.798803473,5831.541042,
59526,5592,0.637484825,5783.245448,
59527,5592.1,0.268747592,5672.724278,
59528,5592.2,0.928315259,5870.694578,
59529,5592.3,0.870983456,5853.595037,
59530,5592.4,0.607182634,5774.55479,
59531,5592.5,0.733041004,5812.412301,
59532,5592.6,0.824715142,5840.014543,
59533,5592.7,0.573759956,5764.827987,
59534,5592.8,0.435489922,5723.446977,
59535,5592.9,0.351936515,5698.480955,
59536,5593,0.430101824,5722.030547,
59537,5593.1,0.635578789,5783.773637,
59538,5593.2,0.47816763,5736.650289,
59539,5593.3,0.630910207,5782.573062,
59540,5593.4,0.138206104,5634.861831,
59541,5593.5,0.007688498,5595.806549,
59542,5593.6,0.359745601,5701.52368,
59543,5593.7,0.401699236,5714.209771,
59544,5593.8,0.879792288,5857.737686,
59545,5593.9,0.29271248,5681.713744,
59546,5594,0.238788959,5665.636688,
59547,5594.1,0.459209752,5731.862926,
59548,5594.2,0.093141352,5622.142406,
59549,5594.3,0.420744222,5720.523267,
59550,5594.4,0.039271355,5606.181407,
59551,5594.5,0.58889827,5771.169481,
59552,5594.6,0.582732875,5769.419862,
59553,5594.7,0.63382187,5784.846561,
59554,5594.8,0.321429793,5691.228938,
59555,5594.9,0.769807102,5825.842131,
59556,5595.9,0.20207836,5656.523508,
59557,5596,0.169224818,5646.767445,
59558,5596.1,0.385236543,5711.670963,
59559,5596.2,0.989316441,5892.994932,
59560,5596.3,0.055861497,5613.058449,
59561,5596.4,0.510864421,5749.659326,
59562,5596.5,0.843990557,5849.697167,
59563,5596.6,0.978099294,5890.029788,
59564,5596.7,0.799926589,5836.677977,
59565,5596.8,0.771388742,5828.216623,
59566,5596.9,0.62940417,5785.721251,
59567,5597,0.990275107,5894.082532,
59568,5597.1,0.071879781,5618.663934,
59569,5597.2,0.40849594,5719.748782,
59570,5597.3,0.368256487,5707.776946,
59571,5597.4,0.870446088,5858.533826,
59572,5597.5,0.714710641,5811.913192,
59573,5597.6,0.689926633,5804.57799,
59574,5597.7,0.244113267,5670.93398,
59575,5597.8,0.720284657,5813.885397,
59576,5597.9,0.395872055,5716.661617,
59577,5598,0.449269225,5732.780768,
59578,5598.1,0.470511353,5739.253406,
59579,5598.2,0.917957672,5873.587302,
59580,5598.3,0.173145703,5650.243711,
59581,5598.4,0.315108984,5692.932695,
59582,5598.5,0.446467923,5732.440377,
59583,5598.6,0.1060616,5630.41848,
59584,5598.7,0.088311268,5625.19338,
59585,5598.8,0.190858497,5656.057549,
59586,5598.9,0.015566744,5603.570023,
59587,5599,0.623353171,5786.005951,
59588,5599.1,0.549400468,5763.92014,
59589,5599.2,0.803783975,5840.335193,
59590,5599.3,0.923103489,5876.231047,
59591,5599.4,0.708532801,5811.95984,
59592,5599.5,0.571661778,5770.998533,
59593,5599.6,0.809044897,5842.313469,
59594,5600.6,0.930066154,5879.619846,
59595,5600.7,0.463901625,5739.870488,
59596,5600.8,0.632058628,5790.417588,
59597,5600.9,0.87097942,5862.193826,
59598,5601.1,0.271268098,5682.480429,
59599,5601.2,0.786407157,5837.122147,
59600,5601.3,0.048522928,5615.856878,
59601,5601.4,0.583793097,5776.537929,
59602,5601.5,0.323295515,5698.488654,
59603,5601.6,0.243661563,5674.698469,
59604,5601.7,0.462802145,5740.540643,
59605,5601.8,0.358704037,5709.411211,
59606,5601.9,0.411851563,5725.455469,
59607,5602,0.78684405,5838.053215,
59608,5602.1,0.670380738,5803.214221,
59609,5602.2,0.721479235,5818.64377,
59610,5602.3,0.416317172,5727.195152,
59611,5602.4,0.318499927,5697.949978,
59612,5602.5,0.33480688,5702.942064,
59613,5602.6,0.419605862,5728.481758,
59614,5602.7,0.748440283,5827.232085,
59615,5602.8,0.410126486,5725.837946,
59616,5602.9,0.369327641,5713.698292,
59617,5603,0.733460867,5823.03826,
59618,5603.1,0.90491927,5874.575781,
59619,5603.2,0.249515583,5678.054675,
59620,5603.3,0.41168492,5726.805476,
59621,5603.4,0.214731794,5667.819538,
59622,5603.5,0.100136887,5633.541066,
59623,5603.6,0.799984479,5843.595344,
59624,5603.7,0.930639013,5882.891704,
59625,5603.8,0.939222498,5885.566749,
59626,5603.9,0.206777339,5665.933202,
59627,5604,0.955264377,5890.579313,
59628,5604.1,0.35403827,5710.311481,
59629,5605.1,0.793668579,5843.200574,
59630,5605.2,0.097376771,5634.413031,
59631,5605.3,0.822477794,5852.043338,
59632,5605.4,0.916293567,5880.28807,
59633,5605.5,0.753563646,5831.569094,
59634,5605.6,0.445567306,5739.270192,
59635,5605.7,0.937621419,5886.986426,
59636,5605.8,0.111117218,5639.135165,
59637,5605.9,0.388968316,5722.590495,
59638,5606,0.16121647,5654.364941,
59639,5606.1,0.260410932,5684.22328,
59640,5606.2,0.937442187,5887.432656,
59641,5606.3,0.061697101,5624.80913,
59642,5606.4,0.914368223,5880.710467,
59643,5606.5,0.443759609,5739.627883,
59644,5606.6,0.731152958,5825.945887,
59645,5606.7,0.133337854,5646.701356,
59646,5606.8,0.838495973,5858.348792,
59647,5606.9,0.120517246,5643.055174,
59648,5607,0.844973036,5860.491911,
59649,5607.1,0.898074877,5876.522463,
59650,5607.2,0.950723882,5892.417165,
59651,5607.3,0.395975046,5726.092514,
59652,5607.4,0.857592505,5864.677751,
59653,5607.5,0.166343172,5657.402952,
59654,5607.6,0.020308296,5613.692489,
59655,5607.7,0.516397599,5762.61928,
59656,5607.8,0.49266873,5755.600619,
59657,5607.9,0.265402276,5687.520683,
59658,5608,0.013155257,5611.946577,
59659,5608.1,0.325273171,5705.681951,
59660,5608.2,0.381361358,5722.608407,
59661,5608.3,0.151689408,5653.806822,
59662,5608.4,0.004934604,5609.880381,
59663,5608.5,0.670294048,5809.588214,
59664,5608.6,0.581836961,5783.151088,
59665,5608.7,0.492100817,5756.330245,
59666,5608.8,0.594389076,5787.116723,
59667,5609.8,0.511837005,5763.351102,
59668,5609.9,0.646725607,5803.917682,
59669,5610,0.093231834,5637.96955,
59670,5610.1,0.215215596,5674.664679,
59671,5610.2,0.893620422,5878.286127,
59672,5610.3,0.877604003,5873.581201,
59673,5610.4,0.553823901,5776.54717,
59674,5610.5,0.518083428,5765.925029,
59675,5610.6,0.897409413,5879.822824,
59676,5610.7,0.334404202,5711.021261,
59677,5610.8,0.283428518,5695.828555,
59678,5610.9,0.791548883,5848.364665,
59679,5611,0.413461924,5735.038577,
59680,5611.1,0.305171029,5702.651309,
59681,5611.2,0.381742561,5725.722768,
59682,5611.3,0.208264371,5673.779311,
59683,5611.4,0.115433766,5646.03013,
59684,5611.5,0.123295953,5648.488786,
59685,5611.6,0.326513494,5709.554048,
59686,5611.7,0.22639274,5679.617822,
59687,5611.8,0.723507795,5828.852338,
59688,5611.9,0.880387798,5876.016339,
59689,5612,0.566352513,5781.905754,
59690,5612.1,0.250241783,5687.172535,
59691,5612.2,0.088614557,5638.784367,
59692,5612.3,0.754957753,5838.787326,
59693,5612.4,0.771919395,5843.975818,
59694,5612.5,0.026258115,5620.377435,
59695,5612.6,0.790435881,5849.730764,
59696,5612.7,0.280159369,5696.747811,
59697,5612.9,0.520649641,5769.094892,
59698,5613,0.429950837,5741.985251,
59699,5613.1,0.935259477,5893.677843,
59700,5613.2,0.398729626,5732.818888,
59701,5613.3,0.716877572,5828.363272,
59702,5614.3,0.750728489,5839.518547,
59703,5614.4,0.184962828,5669.888848,
59704,5614.5,0.207477182,5676.743155,
59705,5614.6,0.667289879,5814.786964,
59706,5614.7,0.953347132,5900.70414,
59707,5614.8,0.320083222,5710.824967,
59708,5614.9,0.205217487,5676.465246,
59709,5615,0.86358339,5874.075017,
59710,5615.1,0.883451011,5880.135303,
59711,5610.1,0.435332962,5740.699889,
59712,5610.2,0.77210286,5841.830858,
59713,5610.3,0.865103857,5869.831157,
59714,5610.4,0.608222661,5792.866798,
59715,5610.5,0.571621405,5781.986421,
59716,5610.6,0.652000756,5806.200227,
59717,5610.7,0.937620116,5891.986035,
59718,5610.8,0.981025284,5905.107585,
59719,5610.9,0.920210184,5886.963055,
59720,5611,0.841239871,5863.371961,
59721,5611.1,0.135577731,5651.773319,
59722,5611.2,0.535503213,5771.850964,
59723,5611.3,0.957192671,5898.457801,
59724,5611.4,0.353659283,5717.497785,
59725,5611.5,0.257402808,5688.720842,
59726,5611.6,0.480376442,5755.712933,
59727,5611.7,0.188431113,5668.229334,
59728,5611.8,0.780227891,5845.868367,
59729,5611.9,0.518754189,5767.526257,
59730,5612,0.11269833,5645.809499,
59731,5612.1,0.67219077,5813.757231,
59732,5612.2,0.210297283,5675.289185,
59733,5612.3,0.372953238,5724.185972,
59734,5612.4,0.560141529,5780.442459,
59735,5612.5,0.853365034,5868.50951,
59736,5612.6,0.506836047,5764.650814,
59737,5612.7,0.687523712,5818.957114,
59738,5612.8,0.898588246,5882.376474,
