Iter,normal,RAND,double,dueling
19647,962,0.345011274,1065.503382,
19648,962.1,0.738283648,1183.585094,
19649,962.2,0.752304761,1187.891428,
19650,962.3,0.527112499,1120.43375,
19651,962.4,0.28389729,1047.569187,
19652,962.5,0.993898134,1260.66944,
19653,962.6,0.720306057,1178.691817,
19654,962.7,0.961807285,1251.242186,
19655,962.8,0.232508148,1032.552444,
19656,962.9,0.128242379,1001.372714,
19657,963,0.965928245,1252.778474,
19658,963.1,0.741211707,1185.463512,
19659,963.2,0.405041428,1084.712428,
19660,963.3,0.414283797,1087.585139,
19661,964.3,0.880466516,1228.439955,
19662,964.4,0.065669015,984.1007044,
19663,964.5,0.937772638,1245.831791,
19664,964.6,0.448881213,1099.264364,
19665,964.7,0.858014172,1222.104252,
19666,964.8,0.228735883,1033.420765,
19667,964.9,0.444161295,1098.148388,
19668,965,0.762637902,1193.791371,
19669,965.1,0.444179548,1098.353864,
19670,965.2,0.861720745,1223.716224,
19671,965.3,0.918234546,1240.770364,
19672,965.4,0.872538054,1227.161416,
19673,965.5,0.956298214,1252.389464,
19674,965.6,0.405529369,1087.258811,
19675,965.7,0.711151313,1179.045394,
19676,965.8,0.42879917,1094.439751,
19677,965.9,0.069644575,986.7933726,
19678,966,0.34980853,1070.942559,
19679,966.1,0.131854608,1005.656383,
19680,966.2,0.241429596,1038.628879,
19681,966.3,0.963185615,1255.255684,
19682,966.4,0.067306221,986.5918664,
19683,966.5,0.029753679,975.4261038,
19684,966.6,0.593107703,1144.532311,
19685,966.7,0.894256757,1234.977027,
19686,966.8,0.540630678,1128.989203,
19687,966.9,0.263389166,1045.91675,
19688,967,0.796632658,1205.989797,
19689,967.1,0.266528992,1047.058698,
19690,967.2,0.752829372,1193.048812,
19691,967.3,0.152879267,1013.16378,
19692,967.4,0.894458436,1235.737531,
19693,967.5,0.27967282,1051.401846,
19694,967.6,0.713850559,1181.755168,
19695,967.7,0.561060439,1136.018132,
19696,967.8,0.709219856,1180.565957,
19697,968.8,0.349155559,1073.546668,
19698,968.9,0.3046581,1060.29743,
19699,969,0.437806372,1100.341912,
19700,969.1,0.226542165,1037.06265,
19701,969.3,0.932348025,1249.004407,
19702,969.4,0.376802124,1082.440637,
19703,969.5,0.529443129,1128.332939,
19704,969.6,0.88193624,1234.180872,
19705,969.7,0.184003265,1024.90098,
19706,969.8,0.149398631,1014.619589,
19707,969.9,0.982940131,1264.782039,
19708,970,0.309834247,1062.950274,
19709,970.1,0.354314372,1076.394312,
19710,970.2,0.334831698,1070.64951,
19711,970.3,0.181190419,1024.657126,
19712,970.4,0.35993477,1078.380431,
19713,970.5,0.578172742,1143.951823,
19714,970.6,0.051707,986.1121,
19715,970.7,0.561605364,1139.181609,
19716,970.8,0.768076903,1201.223071,
19717,970.9,0.487380186,1117.114056,
19718,971,0.210780082,1034.234025,
19719,971.1,0.366328048,1080.998414,
19720,971.2,0.198604131,1030.781239,
19721,971.3,0.362664758,1080.099427,
19722,971.4,0.366642283,1081.392685,
19723,971.5,0.608349191,1154.004757,
19724,971.6,0.897114515,1240.734354,
19725,971.7,0.564198368,1140.95951,
19726,971.8,0.086416241,997.7248722,
19727,971.9,0.975760828,1264.628248,
19728,972,0.355643117,1078.692935,
19729,972.1,0.386142594,1087.942778,
19730,972.2,0.773597068,1204.27912,
19731,972.3,0.97572539,1265.017617,
19732,972.4,0.418191303,1097.857391,
19733,972.5,0.201055078,1032.816523,
19734,973.5,0.369659557,1084.397867,
19735,973.6,0.832620453,1223.386136,
19736,973.7,0.568643104,1144.292931,
19737,973.8,0.039245703,985.573711,
19738,973.9,0.879934453,1237.880336,
19739,974,0.808792996,1216.637899,
19740,974.1,0.734450044,1194.435013,
19741,974.2,0.062489874,992.9469622,
19742,974.3,0.369232633,1085.06979,
19743,974.4,0.541828098,1136.948429,
19744,974.5,0.085998364,1000.299509,
19745,974.6,0.803265348,1215.579604,
19746,974.7,0.880796942,1238.939083,
19747,974.8,0.506178046,1126.653414,
19748,974.9,0.63033349,1164.000047,
19749,975,0.256661042,1051.998313,
19750,975.1,0.372313088,1086.793926,
19751,975.2,0.337693871,1076.508161,
19752,975.3,0.275403307,1057.920992,
19753,975.4,0.973354662,1267.406399,
19754,975.5,0.141844987,1018.053496,
19755,975.6,0.84736367,1229.809101,
19756,975.7,0.351657203,1081.197161,
19757,975.8,0.990293243,1272.887973,
19758,975.9,0.095716201,1004.61486,
19759,976,0.180669567,1030.20087,
19760,976.1,0.299885818,1066.065745,
19761,976.2,0.789254131,1212.976239,
19762,976.3,0.305725836,1068.017751,
19763,976.4,0.354623028,1082.786909,
19764,976.5,0.971106643,1267.831993,
19765,976.6,0.297852616,1065.955785,
19766,976.7,0.453508806,1112.752642,
19767,976.8,0.301192992,1067.157898,
19768,976.9,0.587140742,1153.042223,
19769,977,0.257667568,1054.30027,
19770,978,0.609799603,1160.939881,
19771,978.1,0.573168245,1150.050473,
19772,978.2,0.181646475,1032.693942,
19773,978.3,0.803239365,1219.27181,
19774,978.4,0.695118983,1186.935695,
19775,978.5,0.454013719,1114.704116,
19776,978.6,0.993605346,1276.681604,
19777,978.7,0.475267065,1121.28012,
19778,978.8,0.515815218,1133.544565,
19779,978.9,0.754920017,1205.376005,
19780,979,0.873719515,1241.115855,
19781,979.1,0.260178267,1057.15348,
19782,979.2,0.306204133,1071.06124,
19783,979.3,0.684646467,1184.69394,
19784,979.4,0.192939057,1037.281717,
19785,979.5,0.515515869,1134.154761,
19786,979.6,0.140415957,1021.724787,
19787,979.7,0.517837858,1135.051357,
19788,979.8,0.554106744,1146.032023,
19789,979.9,0.295676811,1068.603043,
19790,980,0.483128509,1124.938553,
19791,980.1,0.628128479,1168.538544,
19792,980.2,0.163931832,1029.37955,
19793,980.3,0.921883931,1256.865179,
19794,980.4,0.507690161,1132.707048,
19795,980.5,0.150849104,1025.754731,
19796,980.6,0.396411893,1099.523568,
19797,980.7,0.982591101,1275.47733,
19798,980.8,0.537315663,1141.994699,
19799,980.9,0.033382864,990.9148593,
19800,981.1,0.550700383,1146.310115,
19801,981.2,0.54104035,1143.512105,
19802,981.3,0.85712924,1238.438772,
19803,981.4,0.206420806,1043.326242,
19804,981.5,0.540988265,1143.796479,
19805,981.6,0.177595859,1034.878758,
19806,981.7,0.418312964,1107.193889,
19807,982.7,0.152060737,1028.318221,
19808,982.8,0.445443985,1116.433195,
19809,982.9,0.650584514,1178.075354,
19810,983,0.849275506,1237.782652,
19811,983.1,0.032205077,992.7615231,
19812,983.2,0.616602242,1168.180673,
19813,983.3,0.83242068,1233.026204,
19814,983.4,0.015423162,988.0269487,
19815,983.5,0.000515253,983.6545758,
19816,983.6,0.687783981,1189.935194,
19817,983.7,0.917618411,1258.985523,
19818,983.8,0.856750065,1240.825019,
19819,983.9,0.452718271,1119.715481,
19820,984,0.939163465,1265.749039,
19821,984.1,0.606096297,1165.928889,
19822,984.2,0.47108289,1125.524867,
19823,984.3,0.334696527,1084.708958,
19824,984.4,0.826756976,1232.427093,
19825,984.5,0.878132749,1247.939825,
19826,984.6,0.1563577,1031.50731,
19827,984.7,0.465515811,1124.354743,
19828,984.8,0.393951917,1102.985575,
19829,984.9,0.093441165,1012.93235,
19830,985,0.858402346,1242.520704,
19831,985.1,0.226205882,1052.961765,
19832,985.2,0.339428209,1087.028463,
19833,985.3,0.34110324,1087.630972,
19834,985.4,0.653379924,1181.413977,
19835,985.5,0.682116189,1190.134857,
19836,985.6,0.625671952,1173.301586,
19837,985.7,0.687629276,1191.988783,
19838,985.8,0.228488644,1054.346593,
19839,985.9,0.055960878,1002.688263,
19840,986,0.127816947,1024.345084,
19841,986.1,0.987778553,1282.433566,
19842,986.2,0.352985674,1092.095702,
19843,987.2,0.386239693,1103.071908,
19844,987.3,0.579830959,1161.249288,
19845,987.4,0.033446032,997.4338096,
19846,987.5,0.593473728,1165.542118,
19847,987.6,0.51184961,1141.154883,
19848,987.7,0.894941803,1256.182541,
19849,987.8,0.674913403,1190.274021,
19850,987.9,0.95320298,1273.860894,
19851,988,0.002702224,988.8106673,
19852,988.1,0.1041909,1019.35727,
19853,988.2,0.729023787,1206.907136,
19854,988.3,0.270054004,1069.316201,
19855,988.4,0.077073193,1011.521958,
19856,988.5,0.213491648,1052.547494,
19857,988.6,0.585768207,1164.330462,
19858,988.7,0.993854032,1286.85621,
19859,988.8,0.666981862,1188.894558,
19860,988.9,0.151687708,1034.406312,
19861,989,0.270962331,1070.288699,
19862,989.1,0.286421313,1075.026394,
19863,989.2,0.70586352,1200.959056,
19864,989.3,0.178309061,1042.792718,
19865,989.4,0.5450281,1152.90843,
19866,989.5,0.90994032,1262.482096,
19867,989.6,0.51777923,1144.933769,
19868,989.7,0.259631221,1067.589366,
19869,989.8,0.439683524,1121.705057,
19870,989.9,0.071938909,1011.481673,
19871,990,0.409748206,1112.924462,
19872,990.1,0.112029239,1023.708772,
19873,990.2,0.844829211,1243.648763,
19874,990.3,0.981908411,1284.872523,
19875,990.4,0.272643565,1072.19307,
19876,990.5,0.778384019,1224.015206,
19877,990.6,0.826774574,1238.632372,
19878,990.7,0.278658979,1074.297694,
19879,990.8,0.168035869,1041.210761,
19880,990.9,0.674532561,1193.259768,
19881,991.9,0.020484492,998.0453477,
19882,992,0.686798191,1198.039457,
19883,992.1,0.067704571,1012.411371,
19884,992.2,0.870751185,1253.425355,
19885,992.3,0.505951666,1144.0855,
19886,992.4,0.400475126,1112.542538,
19887,992.5,0.630117715,1181.535314,
19888,992.6,0.157108852,1039.732656,
19889,992.7,0.330446216,1091.833865,
19890,992.8,0.095090315,1021.327095,
19891,992.9,0.591168547,1170.250564,
19892,993,0.378550623,1106.565187,
19893,993.1,0.027836004,1001.450801,
19894,993.2,0.119868983,1029.160695,
19895,993.3,0.111983654,1026.895096,
19896,993.4,0.037376915,1004.613075,
19897,993.5,0.811636766,1236.99103,
19898,993.6,0.80472981,1235.018943,
19899,993.8,0.019482835,999.6448505,
19900,993.9,0.115414794,1028.524438,
19901,994,0.438015814,1125.404744,
19902,994.1,0.99899477,1293.798431,
19903,994.2,0.132142487,1033.842746,
19904,994.3,0.634587531,1184.676259,
19905,994.4,0.499686919,1144.306076,
19906,994.5,0.777939197,1227.881759,
19907,994.6,0.015683625,999.3050875,
19908,994.7,0.987058575,1290.817572,
19909,994.8,0.893578051,1262.873415,
19910,994.9,0.995978976,1293.693693,
19911,995,0.860284517,1253.085355,
19912,995.1,0.205435374,1056.730612,
19913,995.2,0.51954163,1151.062489,
19914,995.3,0.732220019,1214.966006,
19915,995.4,0.421540926,1121.862278,
19916,996.4,0.597697888,1175.709366,
19917,996.5,0.088345217,1023.003565,
19918,996.6,0.418888821,1122.266646,
19919,996.7,0.692835444,1204.550633,
19920,996.8,0.000629073,996.9887219,
19921,996.9,0.908104577,1269.331373,
19922,997,0.803144613,1237.943384,
19923,997.1,0.562341967,1165.80259,
19924,997.2,0.126060962,1035.018289,
19925,997.3,0.347484311,1101.545293,
19926,997.4,0.317645696,1092.693709,
19927,997.5,0.323507914,1094.552374,
19928,997.6,0.117370675,1032.811203,
19929,997.7,0.118821169,1033.346351,
19930,997.8,0.376470546,1110.741164,
19931,997.9,0.678251855,1201.375557,
19932,998,0.472527535,1139.75826,
19933,998.1,0.392496822,1115.849047,
19934,998.2,0.644133497,1191.440049,
19935,998.3,0.362506349,1107.051905,
19936,998.4,0.880134901,1262.44047,
19937,998.5,0.862070289,1257.121087,
19938,998.6,0.063164083,1017.549225,
19939,998.7,0.214256037,1062.976811,
19940,998.8,0.232740406,1068.622122,
19941,998.9,0.371133119,1110.239936,
19942,999,0.387732857,1115.319857,
19943,999.1,0.468571382,1139.671414,
19944,999.2,0.925601722,1276.880517,
19945,999.3,0.938205486,1280.761646,
19946,999.4,0.826389752,1247.316926,
19947,999.5,0.864992473,1258.997742,
19948,999.6,0.9179229,1274.97687,
19949,999.7,0.52607324,1157.521972,
19950,999.8,0.101426483,1030.227945,
19951,999.9,0.34554926,1103.564778,
19952,1000,0.139954423,1041.986327,
19953,1000.1,0.110642592,1033.292777,
19954,1001.1,0.705536227,1212.760868,
19955,1001.2,0.900999366,1271.49981,
19956,1001.3,0.879819419,1265.245826,
19957,1001.4,0.403278567,1122.38357,
19958,1001.5,0.64451287,1194.853861,
19959,1001.6,0.576943179,1174.682954,
19960,1001.7,0.170336534,1052.80096,
19961,1001.8,0.190061383,1058.818415,
19962,1001.9,0.625206812,1189.462044,
19963,1002,0.838096951,1253.429085,
19964,1002.1,0.839298932,1253.88968,
19965,1002.2,0.321408061,1098.622418,
19966,1002.3,0.105823711,1034.047113,
19967,1002.4,0.431466699,1131.84001,
19968,1002.5,0.895181377,1271.054413,
19969,1002.6,0.734608745,1222.982623,
19970,1002.7,0.65498821,1199.196463,
19971,1002.8,0.244687103,1076.206131,
19972,1002.9,0.94771216,1287.213648,
19973,1003,0.851988998,1258.596699,
19974,1003.1,0.240246684,1075.174005,
19975,1003.2,0.701104533,1213.53136,
19976,1003.3,0.788600294,1239.880088,
19977,1003.4,0.401736983,1123.921095,
19978,1003.5,0.920109721,1279.532916,
19979,1003.6,0.071870276,1025.161083,
19980,1003.7,0.903455766,1274.73673,
19981,1003.8,0.948999175,1288.499752,
19982,1003.9,0.324832141,1101.349642,
19983,1004,0.589456326,1180.836898,
19984,1004.1,0.883630261,1269.189078,
19985,1004.2,0.243332868,1077.19986,
19986,1004.3,0.464910551,1143.773165,
19987,1004.4,0.025705284,1012.111585,
19988,1004.5,0.223644296,1071.593289,
19989,1004.6,0.087490706,1030.847212,
19990,1005.6,0.719769547,1221.530864,
19991,1005.7,0.085969922,1031.490977,
19992,1005.8,0.454299832,1142.08995,
19993,1005.9,0.221027147,1072.208144,
19994,1006,0.314361739,1100.308522,
19995,1006.1,0.96361034,1295.183102,
19996,1006.2,0.217322244,1071.396673,
19997,1006.3,0.188956865,1062.98706,
19998,1006.5,0.275268417,1089.080525,
19999,1006.6,0.208204129,1069.061239,
20000,1006.7,0.255736429,1083.420929,
20001,1006.8,0.443879754,1139.963926,
20002,1006.9,0.639684525,1198.805357,
20003,1007,0.854350185,1263.305056,
20004,1007.1,0.284137191,1092.341157,
20005,1007.2,0.252921471,1083.076441,
20006,1007.3,0.943176325,1290.252898,
20007,1007.4,0.481351784,1151.805535,
20008,1007.5,0.99848192,1307.044576,
20009,1007.6,0.376805463,1120.641639,
20010,1007.7,0.639338868,1199.50166,
20011,1007.8,0.395240556,1126.372167,
20012,1007.9,0.498150926,1157.345278,
20013,1008,0.183566043,1063.069813,
20014,1008.1,0.392735244,1125.920573,
20015,1008.2,0.928182202,1286.654661,
20016,1008.3,0.274037633,1090.51129,
20017,1008.4,0.063528978,1027.458693,
20018,1008.5,0.624608597,1195.882579,
20019,1008.6,0.277697109,1091.909133,
20020,1008.7,0.975149489,1301.244847,
20021,1008.8,0.413308396,1132.792519,
20022,1008.9,0.364864325,1118.359298,
20023,1009,0.983471476,1304.041443,
20024,1009.1,0.893899358,1277.269808,
20025,1009.2,0.185823813,1064.947144,
20026,1009.3,0.357160629,1116.448189,
20027,1010.3,0.230438125,1079.431437,
20028,1010.4,0.834330022,1260.699007,
20029,1010.5,0.159146558,1058.243968,
20030,1010.6,0.555445827,1177.233748,
20031,1010.7,0.965327914,1300.298374,
20032,1010.8,0.897373114,1280.011934,
20033,1010.9,0.627640587,1199.192176,
20034,1011,0.686104405,1216.831321,
20035,1011.1,0.704773418,1222.532025,
20036,1011.2,0.824397115,1258.519134,
20037,1011.3,0.03467691,1021.703073,
20038,1011.4,0.817349078,1256.604723,
20039,1011.5,0.410702805,1134.710841,
20040,1011.6,0.973886213,1303.765864,
20041,1011.7,0.305921122,1103.476337,
20042,1011.8,0.361752875,1120.325862,
20043,1011.9,0.574477527,1184.243258,
20044,1012,0.356924498,1119.077349,
20045,1012.1,0.372391871,1123.817561,
20046,1012.2,0.065540845,1031.862254,
20047,1012.3,0.456211762,1149.163529,
20048,1012.4,0.216328169,1077.298451,
20049,1012.5,0.433276795,1142.483039,
20050,1012.6,0.328226313,1111.067894,
20051,1012.7,0.991086694,1310.026008,
20052,1012.8,0.372588028,1124.576408,
20053,1012.9,0.62773756,1201.221268,
20054,1013,0.366826591,1123.047977,
20055,1013.1,0.003607402,1014.182221,
20056,1013.2,0.720070542,1229.221163,
20057,1013.3,0.342290355,1115.987107,
20058,1013.4,0.979576006,1307.272802,
20059,1013.5,0.200702678,1073.710803,
20060,1013.6,0.317442104,1108.832631,
20061,1013.7,0.07171722,1035.215166,
20062,1013.8,0.343394118,1116.818235,
20063,1014.8,0.198182334,1074.2547,
20064,1014.9,0.923289824,1291.886947,
20065,1015,0.787512322,1251.253697,
20066,1015.1,0.181467627,1069.540288,
20067,1015.2,0.761385621,1243.615686,
20068,1015.3,0.778529644,1248.858893,
20069,1015.4,0.380269696,1129.480909,
20070,1015.5,0.885084957,1281.025487,
20071,1015.6,0.144738554,1059.021566,
20072,1015.7,0.059999297,1033.699789,
20073,1015.8,0.780008759,1249.802628,
20074,1015.9,0.162855823,1064.756747,
20075,1016,0.694040313,1224.212094,
20076,1016.1,0.308053267,1108.51598,
20077,1016.2,0.779469804,1250.040941,
20078,1016.3,0.845833381,1270.050014,
20079,1016.4,0.702965278,1227.289583,
20080,1016.5,0.414969763,1140.990929,
20081,1016.6,0.7978134,1255.94402,
20082,1016.7,0.074290872,1038.987262,
20083,1016.8,0.919419432,1292.625829,
20084,1016.9,0.754708009,1243.312403,
20085,1017,0.26781049,1097.343147,
20086,1017.1,0.548019337,1181.505801,
20087,1017.2,0.785027194,1252.708158,
20088,1017.3,0.028013739,1025.704122,
20089,1017.4,0.663396777,1216.419033,
20090,1017.5,0.00222587,1018.167761,
20091,1017.6,0.928787236,1296.236171,
20092,1017.7,0.489251195,1164.475358,
20093,1017.8,0.16846882,1068.340646,
20094,1017.9,0.501021547,1168.206464,
20095,1018,0.045114012,1031.534204,
20096,1018.1,0.814541942,1262.462583,
20097,1018.3,0.537589191,1179.576757,
20098,1018.4,0.695853714,1227.156114,
20099,1018.5,0.417443851,1143.733155,
20100,1019.5,0.982489133,1314.24674,
20101,1019.6,0.356429015,1126.528704,
20102,1019.7,0.182088885,1074.326665,
20103,1019.8,0.566441725,1189.732518,
20104,1019.9,0.745986024,1243.695807,
20105,1020,0.540604152,1182.181246,
20106,1020.1,0.324306924,1117.392077,
20107,1020.2,0.340703414,1122.411024,
20108,1020.3,0.559850135,1188.255041,
20109,1020.4,0.159369518,1068.210855,
20110,1020.5,0.73021127,1239.563381,
20111,1020.6,0.32286463,1117.459389,
20112,1020.7,0.309510395,1113.553119,
20113,1020.8,0.712852354,1234.655706,
20114,1020.9,0.908174781,1293.352434,
20115,1021,0.877847221,1284.354166,
20116,1021.1,0.917593483,1296.378045,
20117,1021.2,0.760175599,1249.25268,
20118,1021.3,0.040135049,1033.340515,
20119,1021.4,0.205791307,1083.137392,
20120,1021.5,0.388822944,1138.146883,
20121,1021.6,0.751465404,1247.039621,
20122,1021.7,0.305558518,1113.367555,
20123,1021.8,0.994105689,1320.031707,
20124,1021.9,0.483009792,1166.802938,
20125,1022,0.25738751,1099.216253,
20126,1022.1,0.193787508,1080.236252,
20127,1022.2,0.334832794,1122.649838,
20128,1022.3,0.860962982,1280.588895,
20129,1022.4,0.322117282,1119.035185,
20130,1022.5,0.586421849,1198.426555,
20131,1022.6,0.85782471,1279.947413,
20132,1022.7,0.189988273,1079.696482,
20133,1022.8,0.100076488,1052.822946,
20134,1022.9,0.611452986,1206.335896,
20135,1023,0.110538381,1056.161514,
20136,1024,0.450050033,1159.01501,
20137,1024.1,0.550637357,1189.291207,
20138,1024.2,0.394743671,1142.623101,
20139,1024.3,0.119177746,1060.053324,
20140,1024.4,0.342190013,1127.057004,
20141,1024.5,0.654039063,1220.711719,
20142,1024.6,0.937202211,1305.760663,
20143,1024.7,0.756944775,1251.783433,
20144,1024.8,0.845513299,1278.45399,
20145,1024.9,0.02320147,1031.860441,
20146,1025,0.146460382,1068.938114,
20147,1025.1,0.270820718,1106.346215,
20148,1025.2,0.578850641,1198.855192,
20149,1025.3,0.902861422,1296.158427,
20150,1025.4,0.236391667,1096.3175,
20151,1025.5,0.832699056,1275.309717,
20152,1025.6,0.267096708,1105.729012,
20153,1025.7,0.907128531,1297.838559,
20154,1025.8,0.960679252,1314.003776,
20155,1025.9,0.80881241,1268.543723,
20156,1026,0.998937804,1325.681341,
20157,1026.1,0.319193874,1121.858162,
20158,1026.2,0.175768714,1078.930614,
20159,1026.3,0.479193624,1170.058087,
20160,1026.4,0.937258125,1307.577437,
20161,1026.5,0.17243693,1078.231079,
20162,1026.6,0.875137998,1289.141399,
20163,1026.7,0.111198922,1060.059677,
20164,1026.8,0.737094367,1247.92831,
20165,1026.9,0.237428423,1098.128527,
20166,1027,0.236017436,1097.805231,
20167,1027.1,0.063635215,1046.190565,
20168,1027.2,0.356223317,1134.066995,
20169,1027.3,0.969050288,1318.015087,
20170,1027.4,0.021475224,1033.842567,
20171,1027.5,0.009414496,1030.324349,
20172,1027.6,0.423770219,1154.731066,
20173,1027.7,0.911956258,1301.286877,
20174,1028.7,0.084350635,1054.00519,
20175,1028.8,0.288871983,1115.461595,
20176,1028.9,0.215678012,1093.603404,
20177,1029,0.135546794,1069.664038,
20178,1029.1,0.195110563,1087.633169,
20179,1029.2,0.898063748,1298.619125,
20180,1029.3,0.296866608,1118.359983,
20181,1029.4,0.922012247,1306.003674,
20182,1029.5,0.210736538,1092.720961,
20183,1029.6,0.943011625,1312.503488,
20184,1029.7,0.231297789,1099.089337,
20185,1029.8,0.451258991,1165.177697,
20186,1029.9,0.341000085,1132.200025,
20187,1030,0.245522064,1103.656619,
20188,1030.1,0.780027708,1264.108312,
20189,1030.2,0.829551711,1279.065513,
20190,1030.3,0.293231569,1118.269471,
20191,1030.4,0.388978996,1147.093699,
20192,1030.5,0.889509341,1297.352802,
20193,1030.6,0.306165409,1122.449623,
20194,1030.7,0.367733636,1141.020091,
20195,1030.8,0.996339323,1329.701797,
20196,1031,0.441555624,1163.466687,
20197,1031.1,0.892162083,1298.748625,
20198,1031.2,0.397884278,1150.565283,
20199,1031.3,0.117441339,1066.532402,
20200,1031.4,0.790128501,1268.43855,
20201,1031.5,0.648875119,1226.162536,
20202,1031.6,0.709634469,1244.490341,
20203,1031.7,0.165653946,1081.396184,
20204,1031.8,0.965307531,1321.392259,
20205,1031.9,0.48619071,1177.757213,
20206,1032,0.002746921,1032.824076,
20207,1032.1,0.222386145,1098.815843,
20208,1032.2,0.064942795,1051.682838,
20209,1033.2,0.168613917,1083.784175,
20210,1033.3,0.176936863,1086.381059,
20211,1033.4,0.019728267,1039.31848,
20212,1033.5,0.769216394,1264.264918,
20213,1033.6,0.55870007,1201.210021,
20214,1033.7,0.694223843,1241.967153,
20215,1033.8,0.334186225,1134.055867,
20216,1033.9,0.903690115,1305.007034,
20217,1034,0.282534004,1118.760201,
20218,1034.1,0.809409581,1276.922874,
20219,1034.2,0.365329362,1143.798809,
20220,1034.3,0.664160442,1233.548133,
20221,1034.4,0.958951284,1322.085385,
20222,1034.5,0.788172818,1270.951845,
20223,1034.6,0.881285157,1298.985547,
20224,1034.7,0.163704171,1083.811251,
20225,1034.8,0.488907348,1181.472205,
20226,1034.9,0.444122979,1168.136894,
20227,1035,0.456224585,1171.867375,
20228,1035.1,0.768229128,1265.568738,
20229,1035.2,0.108044259,1067.613278,
20230,1035.3,0.619281387,1221.084416,
20231,1035.4,0.134255963,1075.676789,
20232,1035.5,0.153911133,1081.67334,
20233,1035.6,0.151847219,1081.154166,
20234,1035.7,0.808789318,1278.336795,
20235,1035.8,0.6245433,1223.16299,
20236,1035.9,0.243678872,1109.003662,
20237,1036,0.873945184,1298.183555,
20238,1036.1,0.991664581,1333.599374,
20239,1036.2,0.3303797,1135.31391,
20240,1036.3,0.977354797,1329.506439,
20241,1036.4,0.107875019,1068.762506,
20242,1036.5,0.830814501,1285.74435,
20243,1036.6,0.155837359,1083.351208,
20244,1036.7,0.828649198,1285.294759,
20245,1036.8,0.778073293,1270.221988,
20246,1036.9,0.861358058,1295.307418,
20247,1037.9,0.843260299,1290.87809,
20248,1038,0.450561177,1173.168353,
20249,1038.1,0.847363808,1292.309142,
20250,1038.2,0.681434691,1242.630407,
20251,1038.3,0.410388713,1161.416614,
20252,1038.4,0.121984826,1074.995448,
20253,1038.5,0.350605081,1143.681524,
20254,1038.6,0.861635259,1297.090578,
20255,1038.7,0.467169996,1178.850999,
20256,1038.8,0.005222937,1040.366881,
20257,1038.9,0.266871082,1118.961325,
20258,1039,0.1880586,1095.41758,
20259,1039.1,0.411668677,1162.600603,
20260,1039.2,0.903034556,1310.110367,
20261,1039.3,0.293692774,1127.407832,
20262,1039.4,0.584625053,1214.787516,
20263,1039.5,0.032402811,1049.220843,
20264,1039.6,0.094526028,1067.957809,
20265,1039.7,0.359256626,1147.476988,
20266,1039.8,0.12624504,1077.673512,
20267,1039.9,0.080403102,1064.02093,
20268,1040,0.417674094,1165.302228,
20269,1040.1,0.579476334,1213.9429,
20270,1040.2,0.436148811,1171.044643,
20271,1040.3,0.842200051,1292.960015,
20272,1040.4,0.601445983,1220.833795,
20273,1040.5,0.665754079,1240.226224,
20274,1040.6,0.661341344,1239.002403,
20275,1040.7,0.326734537,1138.720361,
20276,1040.8,0.234379416,1111.113825,
20277,1040.9,0.306440617,1132.832185,
20278,1041,0.153912044,1087.173613,
20279,1041.1,0.884054698,1306.316409,
20280,1041.2,0.922349592,1317.904877,
20281,1041.3,0.804333616,1282.600085,
20282,1041.4,0.597719953,1220.715986,
20283,1042.4,0.015658028,1047.097408,
20284,1042.5,0.323216015,1139.464804,
20285,1042.6,0.346947728,1146.684318,
20286,1042.7,0.71606641,1257.519923,
20287,1042.8,0.44509444,1176.328332,
20288,1042.9,0.059999645,1060.899894,
20289,1043,0.477736663,1186.320999,
20290,1043.1,0.016527686,1048.058306,
20291,1043.2,0.253225,1119.1675,
20292,1043.3,0.400193571,1163.358071,
20293,1043.4,0.93035633,1322.506899,
20294,1043.5,0.467272923,1183.681877,
20295,1043.7,0.448631518,1178.289455,
20296,1043.8,0.659868851,1241.760655,
20297,1043.9,0.309747784,1136.824335,
20298,1044,0.223304301,1110.99129,
20299,1044.1,0.319990629,1140.097189,
20300,1044.2,0.380443688,1158.333106,
20301,1044.3,0.02993359,1053.280077,
20302,1044.4,0.718469394,1259.940818,
20303,1044.5,0.399021315,1164.206394,
20304,1044.6,0.356111551,1151.433465,
20305,1044.7,0.593897166,1222.86915,
20306,1044.8,0.372293848,1156.488154,
20307,1044.9,0.128059417,1083.317825,
20308,1045,0.145419777,1088.625933,
20309,1045.1,0.002599152,1045.879746,
20310,1045.2,0.563564502,1214.269351,
20311,1045.3,0.067927263,1065.678179,
20312,1045.4,0.117505888,1080.651766,
20313,1045.5,0.952782172,1331.334652,
20314,1045.6,0.172064029,1097.219209,
20315,1045.7,0.019735671,1051.620701,
20316,1045.8,0.170938378,1097.081513,
20317,1045.9,0.619032122,1231.609637,
20318,1046,0.573462303,1218.038691,
20319,1046.1,0.794698919,1284.509676,
20320,1047.1,0.354074218,1153.322265,
20321,1047.2,0.619713035,1233.11391,
20322,1047.3,0.807980206,1289.694062,
20323,1047.4,0.398856877,1167.057063,
20324,1047.5,0.754924574,1273.977372,
20325,1047.6,0.058813531,1065.244059,
20326,1047.7,0.887394144,1313.918243,
20327,1047.8,0.287935818,1134.180745,
20328,1047.9,0.463042621,1186.812786,
20329,1048,0.998562064,1347.568619,
20330,1048.1,0.258272927,1125.581878,
20331,1048.2,0.179714706,1102.114412,
20332,1048.3,0.823486448,1295.345934,
20333,1048.4,0.427769465,1176.73084,
